what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301360700798
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1301360709715
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301360710698
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301360711012
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301360711179
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301360713573
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301360717391
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301360721619
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301360729381
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301360733092
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301360733148
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301360734564
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301360736429
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301360737462
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361125121
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1301361130206
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361136425
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361138528
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1301361138547
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361141157
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1301361142760
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361144430
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361144653
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361144819
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361147104
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361147220
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361147347
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1301361157288
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361157594
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1301361159814
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361160184
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361184793
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361188452
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1301361230794
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361232284
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361232460
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1301361237093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361239045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361239312
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301361255922
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301361267461
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1301361271204
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361275591
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1301361278158
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361280769
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361280974
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361281086
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301361284638
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1301361290305
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1301361290682
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1301361290842
started,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1301361293165
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1301361293228
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.ui",1301361293262
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361294516
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.run",1301361299275
started,bundle,org.python.pydev.core,1.5.7.2010050621,"org.python.pydev.core",1301361300739
started,bundle,org.python.pydev.debug,1.5.7.2010050621,"org.python.pydev.debug",1301361300763
opened,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301361300858
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301361301053
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361301104
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361307698
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361434356
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361434393
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361441833
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361505905
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361510332
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361558543
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361561568
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361866468
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361868927
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361869024
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361869024
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301361870825
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301361870825
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361872587
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361912534
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1301361915391
closed,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301361915395
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1301361917437
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361926532
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361934764
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301361950079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362039019
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362045080
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362045216
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1301362046253
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362046499
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362046628
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1301362048662
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362066423
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1301362072151
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1301362072344
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1301362072636
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1301362077597
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1301362104595
started,bundle,org.python.pydev.customizations,1.5.7.2010050621,"org.python.pydev.customizations",1301362109475
started,bundle,com.python.pydev.analysis,1.5.7.2010050621,"com.python.pydev.analysis",1301362109627
started,bundle,org.python.pydev,1.5.7.2010050621,"org.python.pydev",1301362109665
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301362110378
opened,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362114060
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362114117
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362114146
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362116810
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362118918
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1301362140499
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1301362141955
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1301362143650
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301362151337
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362159334
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301362159412
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362167583
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362169525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362570384
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362572700
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362576190
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362576300
closed,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362576349
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362578363
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362579629
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362579687
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1301362611796
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301362618110
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362619449
opened,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362621053
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362621145
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362621182
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362621945
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362624402
closed,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362624433
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1301362662249
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1301362662443
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1301362663835
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301362670896
opened,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362673384
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362673428
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362673455
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362676356
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362681279
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1301362699136
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1301362706652
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301362723012
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301362728034
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301362728138
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362741271
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362742223
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301362743328
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301362745605
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363046864
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363046891
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363048010
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363049480
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363050423
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363050492
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363057812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363064949
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363086712
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363086901
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363147693
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363154138
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301363173717
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363179713
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363181779
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363182689
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363184145
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301363188442
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301363188537
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363191897
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363194680
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363201057
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1301363241939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301363243740
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301363246324
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301363246364
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363252550
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301363273128
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301363274760
executed,command,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301363274839
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363279619
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363281902
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363401484
activated,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301363410044
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363410086
closed,view,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit.ResultView",1301363410113
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1301363413939
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363419981
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363593177
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363598034
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363637127
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363637205
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363639336
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1301363642782
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363645018
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363645154
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1301363648520
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363649677
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363649858
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363650072
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363654954
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363655094
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363655191
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363667568
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1301363668904
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363669793
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1301363669979
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363670072
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363686331
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301363689259
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1301363699660
